,Business License,Business Name,Address,City,State,Zip Code,Latitude,Longitude
201,09FOOD-0007,Oakton & Dodge Shell,500 DODGE AVE,Evanston,IL,60202,42.0269067,-87.69987552522808
203,13FOOD-0060,Next of Kinship,625 DAVIS ST,Evanston,IL,60201,42.0467897,-87.6807943
204,13FOOD-0009,La Macchina Cafe,1620 ORRINGTON AVE,Evanston,IL,60201,42.0475607,-87.6813808
205,13FOOD-0008,Naf Naf Grill,1629 ORRINGTON AVE,Evanston,IL,60201,42.0476324,-87.680764
206,14FOOD-0007,Office Max #6212,2255 HOWARD ST,Evanston,IL,60202,42.0192283,-87.68683678761914
207,09FOOD-0338,The Stained Glass,1735 BENSON AVE,Evanston,IL,60201,42.0496262,-87.6831066
208,10FOOD-0007,Crossmark Events,2450 MAIN ST,Evanston,IL,60202,42.0307762,-87.70635980266161
209,09FOOD-0394,Ebenezer A.M.E. Church,1109 EMERSON ST,Evanston,IL,60201,42.0525747,-87.68671595369402
210,15FOOD-0045,NaKorn,1622 ORRINGTON AVE,Evanston,IL,60201,42.0475972,-87.6812965
211,17FOOD-0024,Summer Food - McGaw YMCA Site# 73016,1000 GROVE ST,Evanston,IL,60201,42.0452041,-87.68548645
212,17FOOD-0034,Kombucha Brava,717 CUSTER AVE,Evanston,IL,60202,42.030871,-87.6800451
213,09FOOD-0160,Delta Discount,800 MAIN ST,Evanston,IL,60202,42.0338322,-87.6823411
214,13FOOD-0034,Peckish Pig Restaurant & Brewery,623 HOWARD ST,Evanston,IL,60202,42.0195987,-87.6793902
215,14FOOD-0043,The Unicorn Cafe,1723 SHERMAN AVE,Evanston,IL,60201,42.0493067,-87.6815575
216,12FOOD-0011,GNC,812 DAVIS ST,Evanston,IL,60201,42.0468064,-87.682495
217,10FOOD-0001,Subway #48042,2494 OAKTON ST,Evanston,IL,60202,42.0258168,-87.7083042
218,18FOOD-0019,Summer Food - King Arts School,2424 LAKE ST,Evanston,IL,60201,42.04237915,-87.70904341049027
219,17FOOD-0007,Sushi Burrito,1565 SHERMAN AVE,Evanston,IL,60201,42.0460238,-87.6815938
220,15FOOD-0005,Valli Produce,1910 DEMPSTER ST,Evanston,IL,60202,42.0385389,-87.7000926
221,14FOOD-0030,Little Beans Cafe,430 ASBURY AVE,Evanston,IL,60202,42.0259819,-87.6904817
222,09FOOD-0186,Greenwood Care,1406 CHICAGO AVE,Evanston,IL,60201,42.042962599999996,-87.68099239944507
223,13FOOD-0004,Farmhouse Tavern,703 CHURCH ST,Evanston,IL,60201,42.0485916,-87.680894
224,13FOOD-0027,Olive Mediterranean Grill,1726 SHERMAN AVE,Evanston,IL,60201,42.0494158,-87.6820735
225,09FOOD-0243,Northstar Coffee,2201 OAKTON ST,Evanston,IL,60202,42.02838185,-87.7063979493841
226,18FOOD-0005,Clarkes,720 CLARK ST,Evanston,IL,60201,42.0498289,-87.6810699
227,16FOOD-0005,Wired Coffee House,901 DAVIS ST,Evanston,IL,60201,42.0477473,-87.6846476
228,17FOOD-0026,Rock 'N Ravioli,1012 CHURCH ST,Evanston,IL,60201,42.0482977,-87.6859391
229,11FOOD-0001,Soulwich,1634 ORRINGTON AVE,Evanston,IL,60201,42.0479314,-87.6811964
230,15FOOD-0002,Curts Cafe South,1813 DEMPSTER ST,Evanston,IL,60201,42.0412842,-87.6983357
231,17FOOD-0035,Jilly's Cafe,2614 GREEN BAY RD,Evanston,IL,60201,42.0648077,-87.6994112
232,12FOOD-0004,Curt's Cafe,2922 CENTRAL ST,Evanston,IL,60201,42.0643161,-87.7157069
233,17FOOD-0040,Bake Homemade Pizza,2122 CENTRAL ST,Evanston,IL,60201,42.0642364,-87.7031738
234,09FOOD-0406,KinderCare,2014 DEMPSTER ST,Evanston,IL,60202,42.040557,-87.7020335
235,09FOOD-0340,Siam Pasta,809 DEMPSTER ST,Evanston,IL,60201,42.0413707,-87.6826289
236,13FOOD-0031,Leonida's Chocolates,1907 CENTRAL ST,Evanston,IL,60201,42.0644556,-87.6992787
237,09FOOD-0089,Brothers K Coffee House,500 MAIN ST,Evanston,IL,60202,42.0337826,-87.6779315
238,12FOOD-0022,Papa Romeo's Pizza,1168 DODGE AVE,Evanston,IL,60202,42.0404427,-87.6995948
239,17FOOD-0031,7-Eleven #27070C,847 DODGE AVE,Evanston,IL,60202,42.0337087,-87.6988855
240,09FOOD-0170,Siam Splendour,1125 EMERSON ST,Evanston,IL,60201,42.0526391,-87.6871117
241,09FOOD-0062,Hartigan's Ice Cream Shoppe,2909 CENTRAL ST,Evanston,IL,60201,42.0646121,-87.7150498
242,09FOOD-0285,Claire's Korner,1827 EMERSON ST,Evanston,IL,60201,42.0522065,-87.6986565
243,18FOOD-0025,Einstein Bros Bagel,2200 CAMPUS DR,Evanston,IL,60208,42.05719025,-87.67354427098144
244,15FOOD-0024,A Step by Step Learning Academy,1909 HOWARD ST,Evanston,IL,60202,42.0194628,-87.7001266
245,09FOOD-0149,Jewish Reconstructionist Congregation,303 DODGE AVE,Evanston,IL,60202,42.02326805,-87.6990286
246,09FOOD-0387,Beth Emet The Free Synagogue,1224 DEMPSTER ST,Evanston,IL,60202,42.040987650000005,-87.68875700458321
247,09FOOD-0130,Soup At Six,933 CHICAGO AVE,Evanston,IL,60202,42.0348921,-87.67922913179395
248,15FOOD-0020,Peppercorns Kitchen,620 DAVIS ST,Evanston,IL,60201,42.0463406,-87.6808472
249,08FOOD-0189,Old Neighborhood Grill,2902 CENTRAL ST,Evanston,IL,60201,42.0642949,-87.7147555
250,10FOOD-0045,Friendship Baptist Church,2201 FOSTER ST,Evanston,IL,60201,42.05354,-87.7037329
251,15FOOD-0021,Peeled Juice Bar,2311 CAMPUS DR,Evanston,IL,60201,42.0596879,-87.6736082
252,09FOOD-0039,Subway #3020,1551 SHERMAN AVE,Evanston,IL,60201,42.0455767,-87.6816958
253,16FOOD-0019,Dave's New Kitchen,815 NOYES ST,Evanston,IL,60201,42.0586017,-87.6825324
254,09FOOD-0014,CJE Senior Life,1015 HOWARD ST,Evanston,IL,60202,42.01974645,-87.68666429955726
255,17FOOD-0029,Pono Ono Poke,1630 CHICAGO AVE,Evanston,IL,60201,42.047275049999996,-87.6797759515234
256,09FOOD-0135,McDonald's #82,1117 HOWARD ST,Evanston,IL,60202,42.019791549999994,-87.68770972045384
257,09FOOD-0408,Northminster Nursery School,2515 CENTRAL PARK AVE,Evanston,IL,60201,42.0629215,-87.71735324516801
258,18FOOD-0006,Falcon Eddy's Barbeque,825 CHURCH ST,Evanston,IL,60201,42.0486172,-87.6829056
259,11FOOD-0026,Roycemore School - Cafeteria,1200 DAVIS ST,Evanston,IL,60201,42.0465169,-87.68952841522594
260,09FOOD-0084,Hecky's Bar B Q,1902 GREEN BAY RD,Evanston,IL,60201,42.0523857,-87.6892059
261,09FOOD-0063,Potbelly Sandwich Works,630 DAVIS ST,Evanston,IL,60201,42.0463329,-87.6814395
262,09FOOD-0070,Golden Olympic Restaurant,1608 CHICAGO AVE,Evanston,IL,60201,42.0466041,-87.6797109
263,09FOOD-0252,Noodles & Company #606,930 CHURCH ST,Evanston,IL,60201,42.0483112,-87.6842128
264,18FOOD-0010,Da Jerk Pit,2430 MAIN ST,Evanston,IL,60202,42.0330899,-87.7069472
265,16FOOD-0027,Kabul House,2424 DEMPSTER ST,Evanston,IL,60202,42.04068715,-87.70814519224592
266,19FOOD-0002,Avanza Pasta,1205 HARTREY AVE,Evanston,IL,60202,42.0390246,-87.7034124
267,09FOOD-0108,Levy Senior Center,300 DODGE AVE,Evanston,IL,60202,42.02358115,-87.70037881381293
268,10FOOD-0037,Subway #46615,3330 CENTRAL ST,Evanston,IL,60201,42.0642674,-87.7270476
269,09FOOD-0151,Chili's Grill and Bar #859,1765 MAPLE AVE,Evanston,IL,60201,42.0498166,-87.6845823
270,08FOOD-0180,Dunkin' Donuts,1612 BENSON AVE,Evanston,IL,60201,42.0478699,-87.6837037
271,18FOOD-0008,Binny's Beverage Depot,1111 CHICAGO AVE,Evanston,IL,60202,42.03791475,-87.67981443608889
272,18FOOD-0011,Gotta B Crepes,2901 CENTRAL ST,Evanston,IL,60201,42.0646096,-87.7146885
273,14FOOD-0039,Domino's Pizza,911 FOSTER ST,Evanston,IL,60201,42.0540569,-87.6840119
274,18FOOD-0012,Taste of Jamaica Evanston,741 HOWARD ST,Evanston,IL,60202,42.0193783,-87.7017174
275,09FOOD-0325,Cozy Noodles & Rice,1018 DAVIS ST,Evanston,IL,60201,42.0468716,-87.6859947
276,09FOOD-0192,Three Crowns Park,2323 MCDANIEL AVE,Evanston,IL,60201,42.0599885,-87.70690200936959
277,09FOOD-0314,AFC Sushi @ Jewel Osco 3487,2485 HOWARD ST,Evanston,IL,60202,42.0194299,-87.6783525
278,18FOOD-0043,Azzari,2485 HOWARD ST,Evanston,IL,60202,42.0194299,-87.6783525
279,16FOOD-0043,Insomnia Cookies,1725 SHERMAN AVE,Evanston,IL,60201,42.0493627,-87.6815595
280,09FOOD-0359,Jewel Osco #3487,2485 HOWARD ST,Evanston,IL,60202,42.0194299,-87.6783525
281,16FOOD-0041,Pizza Hut #32443,1115 EMERSON ST,Evanston,IL,60201,42.0523097,-87.6869982
282,15FOOD-0003,Whole Foods Market,2748 GREEN BAY RD,Evanston,IL,60201,42.067852200000004,-87.70223580955437
283,15FOOD-0034,Kikka,2748 GREEN BAY RD,Evanston,IL,60201,42.067852200000004,-87.70223580955437
284,09FOOD-0372,Hunan Spring,635 CHICAGO AVE,Evanston,IL,60202,42.0305984,-87.6781443
285,11FOOD-0039,Subway #53951,724 CLARK ST,Evanston,IL,60201,42.0498211,-87.681303
286,10FOOD-0049,Edible Arrangements,1630 MAPLE AVE,Evanston,IL,60201,42.0479208,-87.685334
287,09FOOD-0373,Evanston Post 42,1030 CENTRAL ST,Evanston,IL,60201,42.0673467,-87.6867170805302
288,09FOOD-0409,Reba Early Learning Center,740 CUSTER AVE,Evanston,IL,60202,42.0319184,-87.6804856
289,09FOOD-0407,McGaw YMCA Child Care Center,1420 MAPLE AVE,Evanston,IL,60201,42.04386355,-87.68541204943386
290,09FOOD-0403,Toddler Town Day Care,1501 HOWARD ST,Evanston,IL,60202,42.019542,-87.693478
291,09FOOD-0296,The Barbereux School,3333 CULVER ST,Evanston,IL,60201,42.0638284,-87.7269527
292,09FOOD-0389,Child Care Center,1840 ASBURY AVE,Evanston,IL,60201,42.0518105,-87.6904866
293,09FOOD-0393,Early Childhood Program Head Start / Pre-K,1500 MCDANIEL AVE,Evanston,IL,60201,42.0447575,-87.7089116
294,09FOOD-0400,Hill Arboretum Apartments,2040 BROWN AVE,Evanston,IL,60201,42.0550316,-87.701414
295,10FOOD-0017,Garrett Cafe,2121 SHERIDAN RD,Evanston,IL,60208,42.0558104,-87.67564312111004
296,09FOOD-0137,Creative Play,1701 MAIN ST,Evanston,IL,60202,42.03400207542842,-87.6965580290378
297,12FOOD-0049,Coast Sushi Central,2545 PRAIRIE AVE,Evanston,IL,60201,42.0639364,-87.7003484
298,09FOOD-0386,Baby Toddler Nursery,2200 MAIN ST,Evanston,IL,60202,42.0335465,-87.7044164
299,09FOOD-0390,Childtime at Saint Francis Hospital,355 RIDGE AVE,Evanston,IL,60202,42.0247437,-87.68338109068567
300,09FOOD-0354,Midwest Montessori #560,926 NOYES ST,Evanston,IL,60201,42.0583248,-87.6843022
301,16FOOD-0039,Jennifer's Edibles Incorporated,1623 SIMPSON ST,Evanston,IL,60201,42.0558703,-87.6952914
302,16FOOD-0003,Hilton Orrington,1710 ORRINGTON AVE,Evanston,IL,60201,42.048834,-87.680818
303,17FOOD-0004,Hilton Garden Inn,1818 MAPLE AVE,Evanston,IL,60201,42.05064795,-87.68518957237649
304,14FOOD-0022,Kellogg School of Management,2211 CAMPUS DR,Evanston,IL,60208,42.05740635,-87.67206228575063
305,10FOOD-0009,Kingston Grill,1164 DODGE AVE,Evanston,IL,60202,42.040365,-87.6995956
306,14FOOD-0035,Gigio's Pizzeria,1001 DAVIS ST,Evanston,IL,60201,42.0471985,-87.6851388
307,16FOOD-0018,Meez Meals,1459 ELMWOOD AVE,Evanston,IL,60201,42.0445265,-87.6831596
308,09FOOD-0074,Le Peep #8533,827 CHURCH ST,Evanston,IL,60201,42.0486212,-87.6831096
309,12FOOD-0010,Bright Horizons at Evanston,1629 ORRINGTON AVE,Evanston,IL,60201,42.0476324,-87.680764
310,09FOOD-0233,Pinto Noodles and Rice,1931 CENTRAL ST,Evanston,IL,60201,42.0644692,-87.7003007
312,09FOOD-0293,Chiaravalle Montessori School,425 DEMPSTER ST,Evanston,IL,60201,42.041567799999996,-87.67799053530904
313,12FOOD-0041,The Supreme Burrito #1,843 DODGE AVE,Evanston,IL,60202,42.0335492,-87.6988895
314,15FOOD-0001,Burger King #1664,1740 ORRINGTON AVE,Evanston,IL,60201,42.04955107692308,-87.68027271794871
316,17FOOD-0016,Furious Spoon,1700 MAPLE AVE,Evanston,IL,60201,42.04892955,-87.68512449163983
317,09FOOD-0140,Doorway To Learning,1500 MCDANIEL AVE,Evanston,IL,60201,42.0447575,-87.7089116
319,09FOOD-0224,Panino's Cafe & Bar,1968 DEMPSTER ST,Evanston,IL,60202,42.0409052,-87.7007586
320,09FOOD-0405,Lake Street Church of Evanston,607 LAKE ST,Evanston,IL,60201,42.04431595,-87.68094958215089
321,09FOOD-0216,Kansaku,1514 SHERMAN AVE,Evanston,IL,60201,42.0452122,-87.6821193
322,12FOOD-0024,Found Restaurant,1631 CHICAGO AVE,Evanston,IL,60201,42.0472141,-87.6788968
323,09FOOD-0323,Chef's Station,915 DAVIS ST,Evanston,IL,60201,42.0477861,-87.684514
324,09FOOD-0410,School For Little Children,1427 CHICAGO AVE,Evanston,IL,60201,42.043831049999994,-87.6799979468687
325,14FOOD-0016,Mumbia Indian Grill,1728 SHERMAN AVE,Evanston,IL,60201,42.0495043,-87.6820516
326,09FOOD-0344,527 Cafe,527 DAVIS ST,Evanston,IL,60201,42.0461768,-87.6790247
327,09FOOD-0092,Lucky Platter,514 MAIN ST,Evanston,IL,60202,42.0338338,-87.6784055
328,09FOOD-0139,NorthShore University HealthSystem Child Development Center,1000 CENTRAL ST 100,Evanston,IL,60201,42.06410652397235,-87.68510395961619
329,09FOOD-0115,Family Focus,2010 DEWEY AVE,Evanston,IL,60201,42.0545253,-87.6961407
330,17FOOD-0001,Ovo Frito Cafe,1936 MAPLE AVE,Evanston,IL,60201,42.053444,-87.6849156
331,15FOOD-0023,Giordano's,1527 CHICAGO AVE,Evanston,IL,60201,42.04602,-87.6795324
332,09FOOD-0128,Puerta Abierta,933 CHICAGO AVE,Evanston,IL,60202,42.0348921,-87.67922913179395
333,09FOOD-0099,Chicken Shack,1925 RIDGE AVE,Evanston,IL,60201,42.052797749999996,-87.68741627770743
334,10FOOD-0050,Pete Miller's Steakhouse,1557 SHERMAN AVE,Evanston,IL,60201,42.0457706,-87.6816468
335,16FOOD-0023,Shang Noodle & Chinese,608 DAVIS ST,Evanston,IL,60201,42.046225,-87.6804127
336,13FOOD-0035,Smylie Brothers Brewing Company,1615 OAK AVE,Evanston,IL,60201,42.0476547,-87.6864692
338,09FOOD-0337,Steak 'N Shake #470,2209 OAKTON ST,Evanston,IL,60202,42.0267811,-87.70681162481411
339,09FOOD-0213,Teen Baby Nursery,2010 DEWEY AVE,Evanston,IL,60201,42.0545253,-87.6961407
340,15FOOD-0007,Symphony of Evanston Healthcare,820 FOSTER ST,Evanston,IL,60201,42.0535104,-87.68286278294002
341,14FOOD-0026,Sashimi Sashimi,640 CHURCH ST,Evanston,IL,60201,42.0480632,-87.6806212
342,09FOOD-0334,That Little Mexican Cafe,1010 CHURCH ST,Evanston,IL,60201,42.0483298,-87.6857668
343,09FOOD-0392,Daniel F. and Ada L. Rice Child + Family Center,1101 WASHINGTON ST,Evanston,IL,60202,42.0330502,-87.6869319
344,16FOOD-0042,Viet Nom Nom,618 1/2 CHURCH ST,Evanston,IL,60201,42.047894,-87.6800271
345,09FOOD-0294,Pope John XXIII School,1120 WASHINGTON ST,Evanston,IL,60202,42.03259525,-87.68864600373755
346,12FOOD-0027,Unity Nursery School,827 FOSTER ST,Evanston,IL,60201,42.0540591,-87.6831084
347,10FOOD-0019,The Grove of Evanston,500 ASBURY AVE,Evanston,IL,60202,42.0271312,-87.6904569
348,09FOOD-0073,The Olive Mountain,610 DAVIS ST,Evanston,IL,60201,42.0462525,-87.6804806
349,15FOOD-0029,Whiskey Thief,616 DAVIS ST,Evanston,IL,60201,42.0462788,-87.6806059
350,09FOOD-0131,Total Child Preschool & Childcare Center,516 CHURCH ST,Evanston,IL,60201,42.0472284,-87.67784984432953
351,09FOOD-0299,Lincoln Elementary School,910 FOREST AVE,Evanston,IL,60202,42.0345186,-87.67574142893801
352,09FOOD-0335,Tapas Barcelona,1615 CHICAGO AVE,Evanston,IL,60201,42.0466409,-87.6791923
353,14FOOD-0017,El Pueblito Mexican Grill 2,1805 HOWARD ST,Evanston,IL,60202,42.01968235,-87.6983126
354,16FOOD-0032,AFC Sushi@Jewel Osco #3428,1128 CHICAGO AVE,Evanston,IL,60202,42.03947505,-87.68081674055159
355,09FOOD-0029,Little Wok,2426 MAIN ST,Evanston,IL,60202,42.0330864,-87.7067431
356,09FOOD-0121,Jewel Osco #3428,1128 CHICAGO AVE,Evanston,IL,60202,42.03947505,-87.68081674055159
357,09FOOD-0247,Bluestone Restaurant,1932 CENTRAL ST,Evanston,IL,60201,42.0641954,-87.7001631
358,18FOOD-0015,Colectivo Coffee Roasters,716 CHURCH ST,Evanston,IL,60201,42.0483088,-87.6815733
359,09FOOD-0302,Orrington Elementary School,2636 ORRINGTON AVE,Evanston,IL,60201,42.06573185,-87.68013714299946
360,09FOOD-0041,IHOP #1203,100 ASBURY AVE,Evanston,IL,60202,42.0198459,-87.6905259405659
361,09FOOD-0304,Washington Elementary School,914 ASHLAND AVE,Evanston,IL,60202,42.03464975,-87.69383771242374
362,15FOOD-0051,La Cocinita Restaurant,1625 CHICAGO AVE,Evanston,IL,60201,42.047065,-87.6789663
363,09FOOD-0187,Aperion Care Evanston,1300 OAK AVE,Evanston,IL,60201,42.0415249,-87.6873409
364,09FOOD-0385,Alden Estates of Evanston,2520 GROSS POINT RD,Evanston,IL,60201,42.0633024,-87.7302542
365,18FOOD-0017,Soban Korea,819 NOYES ST,Evanston,IL,60201,42.0586026,-87.6827066
366,12FOOD-0046,Bonsai Cafe,2916 CENTRAL ST,Evanston,IL,60201,42.0643101,-87.7152939
367,09FOOD-0320,Campagnola,815 CHICAGO AVE,Evanston,IL,60202,42.0327095,-87.678946
368,14FOOD-0012,Bangers and Lace,810 GROVE ST,Evanston,IL,60201,42.0453847,-87.6824266
369,12FOOD-0023,Evanston Pub,1601 SHERMAN AVE,Evanston,IL,60201,42.047158,-87.6815944
370,16FOOD-0010,Genghis Grill,707 CHURCH ST,Evanston,IL,60201,42.04869295,-87.68136598117526
371,16FOOD-0001,Cupitol Coffee & Eatery,812 GROVE ST,Evanston,IL,60201,42.0454106,-87.6825521
372,09FOOD-0244,Food 4 Less Midwest #558,2400 MAIN ST,Evanston,IL,60202,42.0325982,-87.7070999
373,09FOOD-0042,Bill's Drive-In,120 ASBURY AVE,Evanston,IL,60202,42.0201337,-87.69037610000001
374,09FOOD-0301,Oakton Elementary School,436 RIDGE AVE,Evanston,IL,60202,42.026170949999994,-87.68695974416252
375,09FOOD-0298,Kingsley Elementary School,2300 GREEN BAY RD,Evanston,IL,60201,42.0600949,-87.6961677
376,09FOOD-0295,Dawes Elementary School,440 DODGE AVE,Evanston,IL,60202,42.02560905,-87.70039442550024
377,18FOOD-0044,Lao Sze Chuan,1633 ORRINGTON AVE,Evanston,IL,60201,42.0477928,-87.6807395
378,09FOOD-0351,Panera Bread #645,1700 SHERMAN AVE,Evanston,IL,60201,42.0486053,-87.682109
380,17FOOD-0006,Good to Go Jamaican Cuisine,711 HOWARD ST,Evanston,IL,60202,42.0196785,-87.68103038351562
381,10FOOD-0026,The Mather South,450 DAVIS ST,Evanston,IL,60201,42.0454548,-87.677619
382,09FOOD-0181,Sam's Club #6444,2450 MAIN ST,Evanston,IL,60202,42.0307762,-87.70635980266161
383,09FOOD-0231,Siam Paragon,503 MAIN ST,Evanston,IL,60202,42.0340791,-87.6780331
384,09FOOD-0020,The Mather,425 DAVIS ST,Evanston,IL,60201,42.04598045,-87.67727735947776
385,18FOOD-0016,Sushibox - SC6444,2450 MAIN ST,Evanston,IL,60202,42.0307762,-87.70635980266161
386,13FOOD-0046,Homestead Meats & Deli,1305 CHICAGO AVE,Evanston,IL,60201,42.0413881,-87.6803791
387,18FOOD-0028,Hinman Hall,1835 HINMAN AVE,Evanston,IL,60201,42.049980149999996,-87.6754422824745
389,18FOOD-0035,Fran's Cafe,1865 SHERMAN AVE,Evanston,IL,60201,42.0517582,-87.6810996
390,15FOOD-0018,Table To Stix Ramen,1007 DAVIS ST,Evanston,IL,60201,42.0472052,-87.6853766
391,18FOOD-0046,Bat17,1709 BENSON AVE,Evanston,IL,60201,42.0488773,-87.68313
392,09FOOD-0358,Joy Yee's Noodles,521 DAVIS ST,Evanston,IL,60201,42.0461325,-87.6788665
393,09FOOD-0129,The Salvation Army,1403 SHERMAN AVE,Evanston,IL,60201,42.042801600000004,-87.681488925
394,09FOOD-0287,Chute Middle School,1400 OAKTON ST,Evanston,IL,60202,42.026355550000005,-87.6935776688402
395,09FOOD-0291,Nichols Middle School,800 GREENLEAF ST,Evanston,IL,60202,42.03722645,-87.68292910253541
396,09FOOD-0290,King Lab Magnet School,2424 LAKE ST,Evanston,IL,60201,42.04237915,-87.70904341049027
397,14FOOD-0040,Lulu's - Taco Diablo - Five & Dime,1026 DAVIS ST,Evanston,IL,60201,42.046908,-87.6862441
398,09FOOD-0388,Campus Kitchen Project at NU,1820 CHICAGO AVE,Evanston,IL,60201,42.0504413,-87.67820714666915
